Col1,Col2,Col3,Col4
"Didi,Gregorius",379,
"Yolmer,Sanchez",379,
"Rafael,Devers",379,
"Tucker,Barnhart",379,
"Tony,Wolters",379,
"Nick,Ahmed",379,
"Trea,Turner",379,
"Rhys,Hoskins",379,
"Eugenio,Suarez",379,
"Khris,Davis",379,
"Nicky,Delmonico",379,
"Manuel,Margot",379,
"Danny,Valencia",379,
"Brian,McCann",379,
"Michael,Conforto",379,
"Travis,Shaw",379,
"Miguel,Andujar",379,
"Austin,Wynns",379,
"Starling,Marte",379,
"David,Freese",379,
"Nomar,Mazara",379,
"Aaron,Hicks",379,
"Mookie,Betts",379,
"Elias,Diaz",379,
"Tim,Anderson",379,
"Matt,Olson",379,
"Andrew,McCutchen",379,
"C.J.,Cron",379,
"Nick,Williams",379,
"Russell,Martin",379,
"Adam,Jones",379,
"Ryan,Rua",379,
"Adam,Frazier",379,
"Stephen,Piscotty",379,
"Tyler,Austin",379,
"Justin,Bour",379,
"Greg,Bird",379,
"Andrew,McCutchen",379,
"Manny,Machado",379,
"Khris,Davis",378,
"Trea,Turner",378,
"Javier,Baez",378,
"Wilmer,Flores",378,
"Mitch,Garver",378,
"Max,Kepler",378,
"Yadier,Molina",378,
"Scooter,Gennett",378,
"Alex,Avila",378,
"Mike,Moustakas",378,
"Tim,Anderson",378,
"Ozzie,Albies",378,
"J.D.,Martinez",378,
"Carlos,Correa",378,
"Manny,Machado",378,
"David,Peralta",378,
"Mark,Reynolds",378,
"Jake,Bauers",378,
"Ryon,Healy",378,
"Javier,Baez",378,
"Ender,Inciarte",378,
"Ronald,Guzman",378,
"Ian,Happ",378,
"Mike,Zunino",378,
"Greg,Bird",378,
"Edwin,Encarnacion",378,
"Kevin,Plawecki",378,
"Ben,Zobrist",378,
"Ender,Inciarte",378,
"Nick,Hundley",378,
"Brandon,Belt",378,
"Matt,Olson",378,
"Lorenzo,Cain",378,
"Freddy,Galvis",378,
"Evan,Gattis",378,
"Salvador,Perez",378,
"Charlie,Culberson",378,
"Max,Muncy",378,
"Nelson,Cruz",378,
"Eugenio,Suarez",378,
"Khris,Davis",378,
"Daniel,Descalso",378,
"Carlos,Gomez",378,
"Tim,Anderson",378,
"Andrelton,Simmons",378,
"Joc,Pederson",378,
"Tommy,La,Stella",378
"Amed,Rosario",378,
"Manny,Pina",378,
"Jeff,McNeil",378,
"Victor,Martinez",378,
"Josh,Donaldson",378,
"Brandon,Nimmo",378,
"Michael,Brantley",378,
"Miguel,Andujar",378,
"J.T.,Realmuto",378,
"Ronald,Acuna,Jr.",378
"Christian,Yelich",378,
"Eugenio,Suarez",377,
"Nomar,Mazara",377,
"Pablo,Reyes",377,
"Johan,Camargo",377,
"Evan,Gattis",377,
"Denard,Span",377,
"Andrew,McCutchen",377,
"Randal,Grichuk",377,
"Joey,Gallo",377,
"Jose,Ramirez",377,
"Shin-Soo,Choo",377,
"Yoan,Moncada",377,
"Christian,Yelich",377,
"Cedric,Mullins",377,
"Francisco,Arcia",377,
"Eddie,Rosario",377,
"Christian,Villanueva",377,
"Michael,Brantley",377,
"Adam,Frazier",377,
"Dixon,Machado",377,
"Jose,Ramirez",377,
"Christian,Villanueva",377,
"Tim,Anderson",377,
"Eddie,Rosario",377,
"Shin-Soo,Choo",377,
"Eddie,Rosario",377,
"Whit,Merrifield",377,
"Justin,Smoak",377,
"Scooter,Gennett",377,
"Giancarlo,Stanton",377,
"Matt,Kemp",377,
"Justin,Bour",377,
"Jesus,Aguilar",377,
"Scooter,Gennett",377,
"Matt,Chapman",377,
"Paul,Goldschmidt",377,
"Jett,Bandy",377,
"Yasiel,Puig",377,
"Josh,Bell",377,
"Ian,Happ",377,
"Scooter,Gennett",377,
"Reese,McGuire",377,
"Mike,Trout",377,
"Adrian,Beltre",377,
"Christian,Yelich",377,
"Andrelton,Simmons",377,
"Jose,Abreu",377,
"Trayce,Thompson",377,
"Devon,Travis",377,
"Trey,Mancini",377,
"Mark,Reynolds",377,
"Nick,Ahmed",377,
"Mookie,Betts",377,
"Kaleb,Cowart",377,
"Albert,Almora,Jr.",377
"Mark,Canha",377,
"Pablo,Reyes",377,
"Joey,Gallo",377,
"Yasmani,Grandal",377,
"Nick,Markakis",377,
"Yolmer,Sanchez",377,
"Nick,Hundley",377,
"Ryan,Braun",377,
"Teoscar,Hernandez",377,
"Jesus,Aguilar",377,
"Greg,Garcia",376,
"Kyle,Schwarber",376,
"Ozzie,Albies",376,
"Andrew,Benintendi",376,
"Matt,Chapman",376,
"Kevin,Plawecki",376,
"Shin-Soo,Choo",376,
"Francisco,Lindor",376,
"Matt,Davidson",376,
"Paul,Goldschmidt",376,
"Jurickson,Profar",376,
"Taylor,Ward",376,
"Mark,Canha",376,
"Brian,Dozier",376,
"Teoscar,Hernandez",376,
"Kevin,Pillar",376,
"Dominic,Smith",376,
"Asdrubal,Cabrera",376,
"Billy,Hamilton",376,
"Trey,Mancini",376,
"Phillip,Ervin",376,
"Rhys,Hoskins",376,
"Abraham,Almonte",376,
"Eric,Hosmer",376,
"Bryce,Harper",376,
"Joc,Pederson",376,
"Franmil,Reyes",376,
"Robinson,Chirinos",376,
"Jed,Lowrie",376,
"Didi,Gregorius",376,
"Ozzie,Albies",376,
"Ryan,Rua",376,
"Todd,Frazier",376,
"Carlos,Santana",376,
"Kendrys,Morales",376,
"Albert,Almora,Jr.",376
"Eduardo,Nunez",376,
"Nolan,Arenado",376,
"Yonder,Alonso",376,
"Randal,Grichuk",376,
"Avisail,Garcia",376,
"Ji-Man,Choi",376,
"Gleyber,Torres",376,
"Joc,Pederson",376,
"Eddie,Rosario",376,
"Kyle,Seager",376,
"Matt,Davidson",376,
"Gleyber,Torres",376,
"Mookie,Betts",376,
"Francisco,Lindor",376,
"Jedd,Gyorko",376,
"Devin,Mesoraco",376,
"Alex,Bregman",376,
"Brock,Holt",376,
"Chris,Davis",376,
"Matt,Adams",376,
"Johnny,Field",376,
"Hanley,Ramirez",376,
"Travis,Jankowski",376,
"Marwin,Gonzalez",376,
"Enrique,Hernandez",376,
"Jeimer,Candelario",376,
"Richard,Urena",376,
"Denard,Span",376,
"Mark,Canha",376,
"Yangervis,Solarte",376,
"Max,Kepler",375,
"Ian,Kinsler",375,
"Michael,Conforto",375,
"Pablo,Sandoval",375,
"Shohei,Ohtani",375,
"Chris,Taylor",375,
"Mike,Trout",375,
"Avisail,Garcia",375,
"Gleyber,Torres",375,
"Anthony,DeSclafani",375,
"Jake,Lamb",375,
"Jed,Lowrie",375,
"Brian,McCann",375,
"Nicholas,Castellanos",375,
"Colin,Moran",375,
"Joey,Gallo",375,
"Mallex,Smith",375,
"Jesus,Aguilar",375,
"Hunter,Renfroe",375,
"Jake,Arrieta",375,
"Stephen,Piscotty",375,
"Justin,Smoak",375,
"Joc,Pederson",375,
"Chris,Taylor",375,
"Jake,Lamb",375,
"Christian,Villanueva",375,
"Kolten,Wong",375,
"Stephen,Piscotty",375,
"Harrison,Bader",375,
"Nicky,Delmonico",375,
"Mike,Zunino",375,
"Kevin,Pillar",375,
"Victor,Martinez",375,
"Joc,Pederson",375,
"Ozzie,Albies",375,
"Kyle,Schwarber",375,
"Yolmer,Sanchez",375,
"Brian,Dozier",375,
"Paul,DeJong",375,
"Freddie,Freeman",375,
"Jose,Peraza",375,
"Cody,Bellinger",375,
"Mitch,Haniger",375,
"Matt,Wieters",375,
"Niko,Goodrum",375,
"Domingo,Santana",375,
"JaCoby,Jones",375,
"Cody,Bellinger",375,
"Giancarlo,Stanton",375,
"Brandon,Lowe",375,
"Steven,Souza,Jr.",375
"Denard,Span",375,
"Michael,Conforto",375,
"Anthony,Rizzo",375,
"Jorge,Bonifacio",375,
"Tony,Kemp",375,
"Matt,Carpenter",375,
"Todd,Frazier",375,
"Max,Muncy",375,
"Jason,Heyward",375,
"Johan,Camargo",375,
"Asdrubal,Cabrera",375,
"Nicholas,Castellanos",375,
"Andrelton,Simmons",375,
"Edwin,Encarnacion",375,
"Joc,Pederson",375,
"Ian,Desmond",375,
"Jose,Ramirez",375,
"Hunter,Renfroe",375,
"Manny,Machado",375,
"Michael,Conforto",375,
"Anthony,Rendon",374,
"Dansby,Swanson",374,
"Jean,Segura",374,
"Kyle,Seager",374,
"Chris,Young",374,
"Aaron,Hicks",374,
"Paul,Goldschmidt",374,
"Omar,Narvaez",374,
"Anthony,Rendon",374,
"Tony,Kemp",374,
"Nicholas,Castellanos",374,
"J.D.,Martinez",374,
"C.J.,Cron",374,
"Justin,Turner",374,
"Jay,Bruce",374,
"J.D.,Martinez",374,
"Jose,Altuve",374,
"Martin,Prado",374,
"Nolan,Arenado",374,
"Scott,Kingery",374,
"Robbie,Grossman",374,
"Eduardo,Nunez",374,
"Josh,Reddick",374,
"Ben,Zobrist",374,
"Brandon,Crawford",374,
"Trevor,Story",374,
"Adam,Duvall",374,
"Matt,Davidson",374,
"Tim,Beckham",374,
"Jason,Heyward",374,
"Eugenio,Suarez",374,
"Scooter,Gennett",374,
"Nolan,Arenado",374,
"Kolten,Wong",374,
"Gorkys,Hernandez",374,
"Niko,Goodrum",374,
"Ian,Happ",374,
"Matt,Chapman",374,
"Starlin,Castro",374,
"Jake,Lamb",374,
"Kurt,Suzuki",374,
"Shohei,Ohtani",374,
"Alex,Bregman",374,
"Travis,Jankowski",374,
"Carlos,Correa",374,
"Ozzie,Albies",374,
"Mike,Trout",374,
"Tim,Anderson",374,
"Jed,Lowrie",374,
"Michael,Brantley",374,
"Joc,Pederson",374,
"Kendrys,Morales",373,
"David,Bote",373,
"Curtis,Granderson",373,
"Miguel,Andujar",373,
"Eddie,Rosario",373,
"Stephen,Piscotty",373,
"Willson,Contreras",373,
"Isiah,Kiner-Falefa",373,
"Alen,Hanson",373,
"Aaron,Hicks",373,
"Mookie,Betts",373,
"Yangervis,Solarte",373,
"Enrique,Hernandez",373,
"Jose,Ramirez",373,
"Manny,Machado",373,
"Jefry,Marte",373,
"Mike,Moustakas",373,
"Charlie,Blackmon",373,
"Aledmys,Diaz",373,
"Ian,Kinsler",373,
"Xander,Bogaerts",373,
"Brandon,Nimmo",373,
"Michael,Conforto",373,
"Jonathan,Schoop",373,
"Jose,Bautista",373,
"Robbie,Grossman",373,
"Maikel,Franco",373,
"Wilmer,Difo",373,
"Rafael,Devers",373,
"Hunter,Renfroe",373,
"Chris,Owings",373,
"Ryan,O'Hearn",373,
"David,Dahl",373,
"Trea,Turner",373,
"Gary,Sanchez",373,
"Hunter,Renfroe",373,
"Eddie,Rosario",373,
"Matt,Joyce",373,
"Carlos,Santana",373,
"Austin,Hedges",373,
"Miguel,Andujar",373,
"Aaron,Judge",373,
"Justin,Upton",373,
"Eddie,Rosario",373,
"Max,Kepler",373,
"Dustin,Fowler",373,
"Andrew,McCutchen",373,
"Jed,Lowrie",373,
"Travis,Jankowski",373,
"Amed,Rosario",373,
"Francisco,Cervelli",373,
"Yonder,Alonso",373,
"Evan,Gattis",373,
"Adrian,Beltre",373,
"Ian,Desmond",372,
"Jose,Iglesias",372,
"Brian,Dozier",372,
"Evan,Longoria",372,
"Hernan,Perez",372,
"Corey,Dickerson",372,
"Giancarlo,Stanton",372,
"Gerardo,Parra",372,
"Trea,Turner",372,
"Alcides,Escobar",372,
"Yasiel,Puig",372,
"Pablo,Sandoval",372,
"Kyle,Higashioka",372,
"Adeiny,Hechavarria",372,
"Tyler,White",372,
"Brian,McCann",372,
"Manuel,Margot",372,
"Justin,Turner",372,
"Jeimer,Candelario",372,
"Roman,Quinn",372,
"Miguel,Rojas",372,
"Russell,Martin",372,
"Paul,Goldschmidt",372,
"Evan,Gattis",372,
"Yairo,Munoz",372,
"Starlin,Castro",372,
"Paul,DeJong",372,
"Brett,Gardner",372,
"Marcus,Semien",372,
"Paul,DeJong",372,
"Michael,Brantley",372,
"Trevor,Story",372,
"Juan,Soto",372,
"Christian,Vazquez",372,
"Joc,Pederson",372,
"Eric,Hosmer",372,
"Brandon,Guyer",372,
"Victor,Martinez",372,
"Ian,Kinsler",372,
"Logan,Morrison",372,
"Whit,Merrifield",372,
"Evan,Gattis",372,
"Nolan,Arenado",372,
"Steven,Duggar",372,
"Nick,Williams",372,
"Kevin,Pillar",372,
"Jesse,Winker",372,
"Mark,Trumbo",372,
"Yasmani,Grandal",372,
"Eric,Hosmer",372,
"Miguel,Andujar",372,
"Pablo,Sandoval",372,
"Todd,Frazier",372,
"Brian,Anderson",371,
"Johan,Camargo",371,
"Jose,Rondon",371,
"Tommy,Pham",371,
"Chase,d'Arnaud",371,
"Aaron,Altherr",371,
"Mike,Trout",371,
"Adam,Duvall",371,
"Daniel,Robertson",371,
"Wil,Myers",371,
"Asdrubal,Cabrera",371,
"Josh,Reddick",371,
"Daniel,Palka",371,
"Paul,DeJong",371,
"Jorge,Polanco",371,
"Nick,Hundley",371,
"Adam,Frazier",371,
"Trevor,Story",371,
"Ketel,Marte",371,
"Freddy,Galvis",371,
"Eduardo,Nunez",371,
"Jose,Iglesias",371,
"Russell,Martin",371,
"Francisco,Cervelli",371,
"Charlie,Blackmon",371,
"Yadier,Molina",371,
"Ronald,Acuna,Jr.",371
"Cory,Spangenberg",371,
"Starling,Marte",371,
"Randal,Grichuk",371,
"Peter,O'Brien",371,
"Eric,Hosmer",371,
"Jesus,Aguilar",371,
"Jose,Abreu",371,
"Marcus,Semien",371,
"Aaron,Judge",371,
"Kolten,Wong",371,
"Max,Muncy",371,
"Rhys,Hoskins",371,
"Kyle,Seager",371,
"Marwin,Gonzalez",371,
"Cory,Spangenberg",371,
"Willson,Contreras",371,
"Cesar,Hernandez",371,
"Tucker,Barnhart",371,
"Wilmer,Difo",371,
"Giancarlo,Stanton",371,
"Rougned,Odor",371,
"Travis,Shaw",371,
"Michael,Conforto",371,
"Jeimer,Candelario",371,
"Dexter,Fowler",371,
"Mike,Trout",371,
"Johan,Camargo",371,
"Tyler,Flowers",371,
"Scott,Kingery",371,
"Yadier,Molina",371,
"Scott,Schebler",371,
"Cody,Bellinger",371,
"Randal,Grichuk",370,
"Nick,Markakis",370,
"Isaac,Galloway",370,
"Alex,Bregman",370,
"Alex,Blandino",370,
"Jason,Heyward",370,
"Nelson,Cruz",370,
"Josh,Donaldson",370,
"Omar,Narvaez",370,
"C.J.,Cron",370,
"Tyler,Flowers",370,
"Max,Muncy",370,
"Nolan,Arenado",370,
"Matt,Carpenter",370,
"Aledmys,Diaz",370,
"Elias,Diaz",370,
"Adam,Duvall",370,
"Albert,Almora,Jr.",370
"Miguel,Rojas",370,
"Daniel,Robertson",370,
"Francisco,Lindor",370,
"Nolan,Arenado",370,
"Nolan,Arenado",370,
"Marwin,Gonzalez",370,
"Ben,Zobrist",370,
"Matt,Davidson",370,
"Miguel,Sano",370,
"Eduardo,Escobar",370,
"Dee,Gordon",370,
"George,Springer",370,
"Neil,Walker",370,
"Paul,DeJong",370,
"Miguel,Andujar",370,
"Corey,Dickerson",370,
"Adam,Frazier",370,
"C.J.,Cron",370,
"Cesar,Hernandez",370,
"Trey,Mancini",370,
"Justin,Upton",370,
"Rhys,Hoskins",370,
"Maikel,Franco",370,
"Todd,Frazier",370,
"Yangervis,Solarte",370,
"Yuli,Gurriel",370,
"Tyler,Austin",370,
"Nicholas,Castellanos",370,
"Carlos,Correa",370,
"Hunter,Dozier",370,
"Aaron,Hicks",370,
"Dylan,Cozens",370,
"Nolan,Arenado",370,
"Gary,Sanchez",369,
"Kyle,Schwarber",369,
"Trey,Mancini",369,
"Domingo,Santana",369,
"Elvis,Andrus",369,
"George,Springer",369,
"Ryan,O'Hearn",369,
"Jose,Rondon",369,
"Rougned,Odor",369,
"Ben,Gamel",369,
"Brandon,Barnes",369,
"Jed,Lowrie",369,
"Edwin,Encarnacion",369,
"Yan,Gomes",369,
"Salvador,Perez",369,
"Manny,Machado",369,
"Jorge,Soler",369,
"Cesar,Hernandez",369,
"Matt,Carpenter",369,
"Miguel,Rojas",369,
"Francisco,Cervelli",369,
"Justin,Smoak",369,
"Charlie,Blackmon",369,
"Wilson,Ramos",369,
"Tony,Kemp",369,
"Austin,Meadows",369,
"Albert,Almora,Jr.",369
"Tim,Beckham",369,
"Kurt,Suzuki",369,
"Nick,Williams",369,
"Adam,Engel",369,
"Aaron,Hicks",369,
"Juan,Soto",369,
"Adeiny,Hechavarria",369,
"Aramis,Garcia",369,
"Logan,Morrison",369,
"Gregory,Polanco",369,
"Ian,Desmond",369,
"Salvador,Perez",369,
"Carlos,Gomez",369,
"Matt,Carpenter",369,
"Brett,Gardner",369,
"Didi,Gregorius",369,
"Khris,Davis",369,
"Aaron,Hicks",369,
"Alex,Bregman",369,
"Starling,Marte",369,
"Jedd,Gyorko",369,
"Ehire,Adrianza",369,
"Alex,Bregman",369,
"Lourdes,Gurriel,Jr.",369
"Ehire,Adrianza",369,
"Yairo,Munoz",369,
"Aledmys,Diaz",368,
"Salvador,Perez",368,
"Charlie,Blackmon",368,
"Scooter,Gennett",368,
"Christian,Villanueva",368,
"Matt,Carpenter",368,
"Juan,Soto",368,
"Cody,Bellinger",368,
"Asdrubal,Cabrera",368,
"Daniel,Descalso",368,
"Chris,Davis",368,
"Greg,Bird",368,
"Rafael,Devers",368,
"Scott,Schebler",368,
"Albert,Pujols",368,
"Odubel,Herrera",368,
"Chris,Davis",368,
"Nicholas,Castellanos",368,
"Justin,Turner",368,
"Matt,Olson",368,
"Josh,Bell",368,
"Eugenio,Suarez",368,
"Brandon,Guyer",368,
"Anthony,Rizzo",368,
"Bryce,Harper",368,
"Hunter,Renfroe",368,
"Mitch,Haniger",368,
"Justin,Bour",368,
"Addison,Russell",368,
"Freddy,Galvis",368,
"Andrew,McCutchen",368,
"Jorge,Polanco",368,
"Tim,Anderson",368,
"Justin,Smoak",368,
"David,Peralta",368,
"Curtis,Granderson",368,
"Tim,Anderson",368,
"Carlos,Gonzalez",368,
"Billy,Hamilton",368,
"Rhys,Hoskins",368,
"Avisail,Garcia",368,
"Alex,Avila",368,
"Gary,Sanchez",368,
"Yuli,Gurriel",368,
"Alex,Bregman",368,
"Max,Muncy",367,
"Jesus,Aguilar",367,
"Kyle,Seager",367,
"Bryce,Harper",367,
"Ryon,Healy",367,
"Jed,Lowrie",367,
"Pablo,Reyes",367,
"Kurt,Suzuki",367,
"Wilmer,Difo",367,
"Albert,Pujols",367,
"Kyle,Schwarber",367,
"Tommy,Pham",367,
"John,Hicks",367,
"Pablo,Sandoval",367,
"Jay,Bruce",367,
"James,McCann",367,
"Steve,Pearce",367,
"Brian,Anderson",367,
"Yoan,Moncada",367,
"J.D.,Martinez",367,
"Nicholas,Castellanos",367,
"Francisco,Cervelli",367,
"Bryce,Harper",367,
"Austin,Romine",367,
"Asdrubal,Cabrera",367,
"Didi,Gregorius",367,
"Jesus,Aguilar",367,
"Jason,Kipnis",367,
"Dee,Gordon",367,
"Zack,Cozart",367,
"Melky,Cabrera",367,
"Daniel,Murphy",367,
"Marcus,Semien",367,
"Miguel,Andujar",367,
"Giancarlo,Stanton",367,
"Yadier,Molina",367,
"David,Peralta",367,
"Christian,Villanueva",367,
"Ryan,LaMarre",367,
"Todd,Frazier",367,
"Nomar,Mazara",367,
"Jose,Bautista",367,
"Stephen,Piscotty",367,
"Matt,Olson",367,
"Gleyber,Torres",367,
"Kevin,Pillar",367,
"Niko,Goodrum",367,
"Franklin,Barreto",367,
"Lourdes,Gurriel,Jr.",367
"Joc,Pederson",367,
"Rene,Rivera",366,
"Enrique,Hernandez",366,
"Lonnie,Chisenhall",366,
"Lorenzo,Cain",366,
"Alex,Bregman",366,
"Andrelton,Simmons",366,
"Max,Muncy",366,
"Ozzie,Albies",366,
"Logan,Morrison",366,
"Matt,Chapman",366,
"Jose,Bautista",366,
"Paul,Goldschmidt",366,
"Omar,Narvaez",366,
"Dominic,Smith",366,
"Shin-Soo,Choo",366,
"Mike,Zunino",366,
"Marcus,Semien",366,
"Brandon,Lowe",366,
"Gregory,Polanco",366,
"Robinson,Chirinos",366,
"Ender,Inciarte",366,
"Alex,Bregman",366,
"Ronny,Rodriguez",366,
"Nelson,Cruz",366,
"Mookie,Betts",366,
"Jed,Lowrie",366,
"Stephen,Piscotty",366,
"Steven,Souza,Jr.",366
"Carlos,Correa",366,
"Marcell,Ozuna",366,
"Jonathan,Villar",365,
"Max,Kepler",365,
"Giancarlo,Stanton",365,
"Kyle,Seager",365,
"Kyle,Seager",365,
"Juan,Soto",365,
"Kyle,Schwarber",365,
"Josh,Phegley",365,
"J.D.,Martinez",365,
"Matt,Carpenter",365,
"Max,Muncy",365,
"Eric,Hosmer",365,
"Luke,Maile",365,
"Joe,Panik",365,
"Andrew,McCutchen",365,
"Chris,Young",365,
"Tucker,Barnhart",365,
"Curt,Casali",365,
"Buster,Posey",365,
"Matt,Carpenter",365,
"Willians,Astudillo",365,
"Matt,Adams",365,
"Adam,Duvall",365,
"Jean,Segura",365,
"Adrian,Beltre",365,
"Kyle,Seager",365,
"Yuli,Gurriel",365,
"Orlando,Arcia",365,
"Asdrubal,Cabrera",365,
"Daniel,Murphy",365,
"Austin,Wynns",365,
"Jose,Ramirez",365,
"Evan,Gattis",365,
"Jose,Ramirez",365,
"Kurt,Suzuki",365,
"Starling,Marte",365,
"Travis,Shaw",365,
"Peter,Bourjos",364,
"Brian,Dozier",364,
"Giancarlo,Stanton",364,
"Jose,Altuve",364,
"George,Springer",364,
"Scott,Kingery",364,
"Jose,Ramirez",364,
"Justin,Bour",364,
"Mark,Trumbo",364,
"Nick,Markakis",364,
"Max,Muncy",364,
"Michael,Perez",364,
"Xander,Bogaerts",364,
"Josh,Reddick",364,
"DJ,Stewart",364,
"Eduardo,Nunez",364,
"Jonathan,Schoop",364,
"Matt,Adams",364,
"Scooter,Gennett",364,
"Aaron,Hicks",364,
"Brandon,Nimmo",364,
"Eric,Hosmer",364,
"Erik,Kratz",363,
"Stephen,Piscotty",363,
"Austin,Romine",363,
"Max,Kepler",363,
"Aaron,Hicks",363,
"Avisail,Garcia",363,
"Nate,Orf",363,
"Jurickson,Profar",363,
"Derek,Dietrich",363,
"Chase,d'Arnaud",363,
"Ronald,Guzman",363,
"Billy,Hamilton",363,
"Ozzie,Albies",363,
"Daniel,Castro",363,
"Ketel,Marte",363,
"Matt,Carpenter",363,
"Didi,Gregorius",363,
"Logan,Forsythe",363,
"Jose,Fernandez",363,
"Michael,Conforto",363,
"Freddy,Galvis",363,
"Kevin,Pillar",363,
"Caleb,Joseph",363,
"Max,Moroff",363,
"Salvador,Perez",363,
"Jose,Ramirez",363,
"Avisail,Garcia",363,
"Tyler,White",363,
"Matt,Carpenter",363,
"Salvador,Perez",363,
"David,Freese",363,
"Brandon,Belt",363,
"C.J.,Cron",363,
"Trey,Mancini",363,
"C.J.,Cron",363,
"Carlos,Santana",363,
"Yoan,Moncada",363,
"Wilmer,Difo",363,
"Wilson,Ramos",363,
"David,Freese",362,
"Jon,Jay",362,
"Salvador,Perez",362,
"Johan,Camargo",362,
"Noel,Cuevas",362,
"Jose,Peraza",362,
"Josh,Reddick",362,
"Steven,Matz",362,
"Adrian,Gonzalez",362,
"Kolten,Wong",362,
"Alen,Hanson",362,
"Eddie,Rosario",362,
"Ender,Inciarte",362,
"Robinson,Chirinos",362,
"Tim,Anderson",362,
"Rafael,Devers",362,
"Daniel,Descalso",362,
"J.D.,Martinez",362,
"Hunter,Dozier",362,
"Joey,Gallo",362,
"Rafael,Devers",362,
"Didi,Gregorius",362,
"Matt,Davidson",362,
"David,Peralta",362,
"Peter,O'Brien",362,
"Rougned,Odor",362,
"Ronald,Guzman",362,
"Carlos,Santana",362,
"Francisco,Lindor",362,
"DJ,LeMahieu",362,
"Tyler,Austin",362,
"Luke,Voit",362,
"Robinson,Chirinos",362,
"Albert,Pujols",362,
"Eugenio,Suarez",362,
"Josh,Reddick",362,
"Brandon,Crawford",362,
"Ian,Happ",362,
"Nelson,Cruz",362,
"Ronald,Acuna,Jr.",361
"Jose,Reyes",361,
"Delino,DeShields",361,
"Mookie,Betts",361,
"Jedd,Gyorko",361,
"Ender,Inciarte",361,
"Joey,Votto",361,
"J.D.,Martinez",361,
"Aaron,Judge",361,
"Yuli,Gurriel",361,
"Didi,Gregorius",361,
"Wilmer,Flores",361,
"Victor,Robles",361,
"Matt,Adams",361,
"Maikel,Franco",361,
"Dwight,Smith,Jr.",361
"Max,Kepler",361,
"Rowdy,Tellez",361,
"Evan,Gattis",361,
"Franmil,Reyes",361,
"Joey,Votto",361,
"Shohei,Ohtani",361,
"Jeimer,Candelario",361,
"Greg,Bird",361,
"Daniel,Descalso",361,
"Freddy,Galvis",361,
"Javier,Baez",361,
"Christian,Villanueva",361,
"Evan,Longoria",361,
"Aaron,Hicks",361,
"Phillip,Ervin",361,
"Trey,Mancini",361,
"Rhys,Hoskins",361,
"Aaron,Hicks",361,
"Joe,Mauer",361,
"Francisco,Lindor",361,
"Aledmys,Diaz",361,
"Max,Muncy",360,
"Nick,Hundley",360,
"Jonathan,Lucroy",360,
"Chris,Iannetta",360,
"Yuli,Gurriel",360,
"Miguel,Cabrera",360,
"Mitch,Haniger",360,
"Eugenio,Suarez",360,
"DJ,LeMahieu",360,
"Ronald,Acuna,Jr.",360
"Nick,Ciuffo",360,
"Jay,Bruce",360,
"Brandon,Crawford",360,
"Omar,Narvaez",360,
"Yan,Gomes",360,
"Josh,Reddick",360,
"Ender,Inciarte",360,
"Gleyber,Torres",360,
"Giancarlo,Stanton",360,
"Brandon,Nimmo",360,
"Josh,Donaldson",360,
"Mark,Trumbo",360,
"Miguel,Sano",360,
"Andrew,McCutchen",360,
"Ronald,Guzman",360,
"Devin,Mesoraco",360,
"Tommy,Pham",360,
"Jorge,Alfaro",360,
"JaCoby,Jones",360,
"Curt,Casali",359,
"Preston,Tucker",359,
"Jesmuel,Valentin",359,
"Leury,Garcia",359,
"Johnny,Field",359,
"Gorkys,Hernandez",359,
"David,Dahl",359,
"Christian,Yelich",359,
"Scooter,Gennett",359,
"Nolan,Fontana",359,
"Brandon,Guyer",359,
"Mitch,Haniger",359,
"Jed,Lowrie",359,
"Gio,Urshela",359,
"Jose,Ramirez",359,
"Eddie,Rosario",359,
"Ryon,Healy",359,
"Nicholas,Castellanos",359,
"Denard,Span",359,
"Travis,Shaw",359,
"Eric,Thames",359,
"Matt,Adams",359,
"Kris,Bryant",359,
"Asdrubal,Cabrera",359,
"Luke,Maile",359,
"Nicholas,Castellanos",359,
"Randal,Grichuk",359,
"Kyle,Higashioka",359,
"Brandon,Guyer",359,
"Nicholas,Castellanos",359,
"Jose,Altuve",359,
"Wil,Myers",359,
"Bryce,Harper",359,
"Jeimer,Candelario",359,
"Ryan,O'Hearn",359,
"Justin,Upton",359,
"Brandon,Belt",359,
"Anthony,Rendon",359,
"Eddie,Rosario",359,
"Brian,Dozier",359,
"Avisail,Garcia",358,
"Dexter,Fowler",358,
"David,Peralta",358,
"Yan,Gomes",358,
"Mark,Trumbo",358,
"JT,Riddle",358,
"Aledmys,Diaz",358,
"Alex,Bregman",358,
"Patrick,Wisdom",358,
"Wil,Myers",358,
"Curtis,Granderson",358,
"Josh,Reddick",358,
"Matt,Wieters",358,
"Wilson,Ramos",358,
"Max,Stassi",358,
"Keon,Broxton",358,
"Jose,Ramirez",358,
"Juan,Soto",358,
"Cesar,Hernandez",358,
"Eduardo,Escobar",358,
"Dansby,Swanson",358,
"Scott,Kingery",358,
"Eric,Thames",358,
"Derek,Dietrich",358,
"Odubel,Herrera",358,
"Daniel,Descalso",358,
"Chase,Utley",358,
"Justin,Smoak",358,
"Jonathan,Schoop",358,
"Omar,Narvaez",358,
"Daniel,Robertson",358,
"Andrelton,Simmons",357,
"Rhys,Hoskins",357,
"Daniel,Palka",357,
"Matt,Carpenter",357,
